label,processed_text
1,"['may', 'feeling', 'generous', 'normal', 'really', 'think', 'lot', 'team', 'well', 'drafting', 'good', 'player', 'good', 'spot', 'filling', 'need']"
1,"['ill', 'let', 'huge', 'dieting', 'secret', 'im', 'feeling', 'festive', 'giving', 'right']"
1,"['feel', 'though', 'determined', 'annoy', 'know', 'dont', 'want', 'listening', 'radio']"
1,"['feel', 'like', 'never', 'graceful']"
0,"['feeling', 'stressed']"
1,"['feel', 'super', 'strongly']"
3,"['feel', 'cold', 'winter']"
1,"['feel', 'look', 'gorgeous', 'beautiful', 'sexy']"
1,"['im', 'feeling', 'triumphant', 'may', 'high', 'five', 'choose', 'mind', 'ill', 'laugh']"
1,"['longer', 'wear', 'shirt', 'without', 'feeling', 'like', 'supporting', 'totally', 'different', 'band']"
1,"['ive', 'without', 'home', 'without', 'somewhere', 'feel', 'truly', 'welcomed', 'safe']"
4,"['feel', 'control', 'less', 'frightened', 'headache', 'migraine', 'attack', 'excellent', 'service']"
1,"['feeling', 'extremely', 'contented', 'decision', 'home', 'educate']"
4,"['guess', 'trick', 'need', 'go', 'strong', 'get', 'want', 'feel', 'bashful']"
0,"['wa', 'bit', 'nervous', 'focus', 'face', 'feeling', 'wa', 'unpleasant', 'wanted', 'put', 'joke', 'start', 'especially', 'since', 'involved', 'key', 'note', 'speaker', 'thought', 'wa', 'funny']"
2,"['im', 'starting', 'dislike', 'feeling', 'caring', 'whats', 'going', 'happen', 'tomorrow']"
1,"['really', 'dont', 'like', 'whole', 'harvest', 'time', 'feel', 'im', 'keen', 'spending', 'time', 'morning', 'attempting', 'style', 'hair', 'completely', 'ruined', 'within', 'minute', 'walking', 'outside', 'damp', 'air']"
1,"['feel', 'wonderful', 'thing', 'called', 'minute', 'breathing', 'space', 'stop', 'time', 'day', 'even', 'driving', 'along', 'motorway', 'middle', 'important', 'telephone', 'call']"
1,"['said', 'dont', 'know', 'believe', 'important', 'day', 'ever', 'lived', 'want', 'share', 'feel', 'important', 'day', 'life']"
1,"['feel', 'time', 'frame', 'going', 'properly', 'keen', 'plenty', 'probably', 'could', 'repeat', 'lady', 'may', 'possibly', 'grin', 'well', 'claim', 'girl', 'love', 'well']"
3,"['feel', 'bitchy', 'suddenly']"
1,"['feel', 'like', 'ha', 'taken', 'role', 'grandmother', 'since', 'beloved', 'grandma', 'longer']"
4,"['like', 'finish', 'positive', 'note', 'whenever', 'feel', 'bit', 'fearful', 'remember', 'something', 'nice', 'rich', 'cheer']"
0,"['feel', 'defective', 'something']"
3,"['feel', 'really', 'petty', 'moment', 'extremely', 'angry', 'im', 'broke', 'moment', 'sort', 'piss']"
1,"['feel', 'lucky', 'opportunity']"
1,"['enjoy', 'life', 'wish', 'help', 'many', 'people', 'possible', 'feel', 'fabulous', 'show', 'way']"
0,"['wa', 'failing', 'perform', 'expected', 'duty', 'worrying', 'thing', 'may', 'forgotten', 'yesterday', 'wa', 'starting', 'feel', 'rather', 'crappy']"
5,"['sit', 'looking', 'sentence', 'typed', 'feel', 'quite', 'shocked']"
5,"['understand', 'feeling', 'wouldnt', 'shocked']"
1,"['ive', 'really', 'angry', 'r', 'feel', 'like', 'idiot', 'trusting', 'first', 'place']"
0,"['sighed', 'feeling', 'like', 'wa', 'doomed', 'fail', 'sort', 'thing']"
0,"['said', 'quietly', 'tired', 'feel', 'anguished', 'anything', 'resigned']"
2,"['know', 'time', 'read', 'long', 'email', 'truly', 'feel', 'blessed', 'part', 'remarkable', 'journey']"
4,"['feel', 'apprehensive', 'week', 'probably', 'one', 'likely', 'unavoidably', 'show', 'shortcoming', 'runner']"
1,"['feel', 'law', 'state', 'suggestion', 'optimistic', 'beneficial', 'employee', 'specially', 'wish', 'rapidly', 'ramadan', 'said']"
2,"['feel', 'verge', 'tear', 'weariness', 'look', 'sweet', 'face', 'cant', 'help', 'tenderly', 'kiss', 'cheek']"
2,"['hope', 'feel', 'presence', 'loved', 'one', 'right', 'side', 'cheering', 'wanting', 'best', 'co', 'youre', 'never']"
1,"['wa', 'feeling', 'brave', 'tonight', 'decided', 'go', 'nd', 'attempt', 'vlog']"
0,"['wa', 'feeling', 'melancholy', 'cloudy', 'rainy', 'lonely', 'easter', 'sunday']"
0,"['feel', 'like', 'look', 'really', 'ugly', 'people', 'think', 'look', 'retarted']"
1,"['already', 'feel', 'burst', 'hesitation', 'last', 'year', 'mellow', 'engaged', 'rhythmic', 'hop', 'forward', 'like']"
3,"['feel', 'petty', 'saying', 'shes', 'fucked', 'technically', 'doesnt', 'get', 'gift']"
1,"['feel', 'like', 'ten', 'many', 'site', 'keep', 'entertained', 'daily', 'basis']"
1,"['care', 'sort', 'b', 'lifestyle', 'think', 'live', 'everyone', 'want', 'fit', 'feel', 'accepted']"
1,"['wa', 'horrible', 'day', 'decided', 'would', 'feel', 'better', 'didnt', 'red', 'hair', 'anymore', 'immedietly', 'went', 'wal', 'mart', 'found', 'box', 'hair', 'color', 'description', 'soft', 'dark', 'brown']"
4,"['go', 'little', 'tiny', 'andover', 'take', 'walk', 'night', 'feel', 'absolutely', 'terrified']"
4,"['really', 'like', 'lot', 'think', 'great', 'fit', 'love', 'talking', 'patient', 'trying', 'help', 'feel', 'less', 'nervous', 'least', 'someone', 'care', 'minute']"
1,"['love', 'doesnt', 'always', 'feel', 'brave']"
0,"['live', 'number', 'two', 'definition', 'already', 'trouble', 'engaging', 'evening', 'feeling', 'reason', 'aim', 'wa', 'achieved', 'unsuccessful']"
5,"['wa', 'feeling', 'pretty', 'impressed']"
1,"['feel', 'work', 'worthwhile', 'world', 'actually', 'make', 'cry']"
1,"['love', 'autumn', 'everything', 'come', 'although', 'feel', 'getting', 'excited', 'christmas', 'way', 'early', 'year', 'friend', 'including', 'href', 'http', 'andthenwear']"
1,"['girlfriend', 'sent', 'letter', 'shiny', 'picture']"
1,"['worked', 'today', 'writing', 'making', 'sure', 'rest', 'house', 'wa', 'perfect', 'could', 'make', 'feel', 'peaceful', 'sense', 'order', 'pm', 'linda', 'writing', 'always', 'make', 'feel', 'better', 'accomplished']"
1,"['im', 'feeling', 'joyful', 'spiritually', 'fit']"
0,"['feel', 'jaded', 'often']"
3,"['feel', 'grouchy', 'short', 'tempered', 'guilt', 'kick']"
4,"['feel', 'like', 'time', 'anyone', 'get', 'ring', 'intimidated', 'arm', 'leg', 'dont', 'even', 'really', 'try']"
3,"['feel', 'hateful', 'alone']"
0,"['feel', 'highly', 'burdened', 'incapacitated', 'stupid', 'flaring', 'leg']"
1,"['feel', 'fabulous']"
3,"['would', 'watch', 'feel', 'frustrated', 'realize', 'fifteen', 'foot', 'away', 'wa', 'ocean', 'freaking', 'wave', 'crashing', 'covering', 'majority', 'earth', 'ocean']"
4,"['find', 'downright', 'amusing', 'time', 'feel', 'slugged', 'vulnerable', 'spot', 'knowing', 'never', 'daughter']"
2,"['feel', 'really', 'point', 'loving', 'getting', 'know', 'true', 'color']"
0,"['wear', 'anything', 'feel', 'bad']"
2,"['definitely', 'feel', 'like', 'hot', 'stuff', 'strutting', 'road', 'href', 'http']"
1,"['feel', 'style', 'charming', 'creepy', 'macabre', 'drink', 'fountain']"
0,"['feel', 'abit', 'hopeless', 'time', 'man', 'darn', 'itttt']"
2,"['feel', 'control', 'caring', 'little', 'one', 'finance', 'future', 'decision', 'family', 'tension', 'tough', 'friendship', 'name']"
0,"['definitely', 'recommend', 'anyone', 'feeling', 'depressed', 'anxious']"
1,"['feel', 'like', 'im', 'still', 'caught', 'rat', 'race', 'living', 'morally', 'acceptable', 'life', 'without', 'actually', 'anything', 'serve', 'live', 'fire', 'consuming', 'heart']"
1,"['feel', 'awfully', 'blessed']"
2,"['feeling', 'little', 'less', 'delicate', 'attempt', 'clean', 'hovel']"
0,"['beloved', 'grandfather', 'died']"
2,"['feel', 'heart', 'hand', 'love', 'demand', 'give', 'chance', 'show', 'sweet', 'romance', 'href', 'http', 'creativecommons']"
3,"['im', 'happy', 'kitchen', 'feel', 'like', 'someone', 'rushed', 'cut', 'corner']"
1,"['feel', 'tat', 'u', 'world', 'clever', 'depending', 'u', 'born', 'u', 'born', 'errrr', 'good', 'still', 'would', 'good', 'thing', 'u', 'u', 'dun', 'realise', 'lol', 'noe', 'quite', 'lame', 'hope', 'one', 'read', 'img', 'src', 'http', 'shared']"
2,"['believe', 'child', 'deep', 'depth', 'soul', 'doe', 'feel', 'longing', 'mother']"
1,"['feel', 'like', 'another', 'one', 'underrated', 'record', 'album', 'going', 'popular', 'amazing', 'record', 'nonetheless']"
4,"['feel', 'doubtful', 'even', 'struggling', 'bit', 'faith', 'even', 'time', 'seem', 'dark', 'feel', 'alone', 'know', 'god']"
0,"['feel', 'awful', 'thought', 'running', 'around', 'head', 'help']"
0,"['feel', 'inside', 'wa', 'vain']"
5,"['feel', 'overwhelmed', 'humbled', 'alive', 'keep', 'slugging', 'grateful', 'chance']"
0,"['keep', 'feeling', 'sometimes', 'one', 'ha', 'fake', 'till', 'make']"
1,"['feel', 'smug', 'added', 'hardship', 'last', 'five', 'year', 'rounded', 'sum', 'nice', 'even', 'number']"
1,"['normally', 'associate', 'tough', 'workout', 'moving', 'side', 'side', 'bed', 'ha', 'become', 'effort', 'sleep', 'pretty', 'interrupted', 'uncomfortable', 'general', 'although', 'much', 'better', 'aid', 'benadryl', 'time', 'feel', 'like', 'could', 'never', 'energetic']"
1,"['naturally', 'feel', 'like', 'better', 'player']"
3,"['feel', 'angered']"
0,"['go', 'work', 'im', 'feeling', 'low', 'ill', 'feel', 'worse', 'nothing', 'thinking', 'e']"
1,"['feel', 'fantastic', 'find', 'renewed', 'sense', 'strength', 'endurance']"
1,"['know', 'someone', 'need', 'feel', 'respected', 'else', 'maybe', 'deep', 'worry', 'worthy', 'respect', 'insecure', 'come']"
0,"['found', 'site', 'huge', 'help', 'keep', 'moment', 'im', 'feeling', 'stressed', 'missing', 'drinking']"
1,"['feel', 'something', 'valuable', 'herzog', 'study', 'particularly', 'relates', 'idea', 'art', 'medium', 'influencing', 'society', 'culture']"
1,"['sit', 'deck', 'soak', 'warmth', 'sun', 'sometimes', 'feel', 'ok', 'world', 'still', 'standing', 'even', 'though']"
0,"['think', 'might', 'lacking', 'judgment', 'matter', 'doesnt', 'feel', 'like', 'going', 'go', 'away', 'unfortunate', 'regretful', 'way', 'possible']"
0,"['turn', 'feeling', 'ridiculously', 'awkward', 'self', 'conscious', 'face', 'zayne']"
1,"['want', 'feel', 'energetic', 'bit', 'exercise', 'every', 'day', 'minute', 'feel', 'awake', 'energized', 'focused']"
3,"['feel', 'fucked', 'available', 'pre', 'order', 'href', 'http', 'churchoffuck']"
1,"['already', 'feel', 'becoming', 'casual', 'fandom']"
4,"['kept', 'research', 'bathroom', 'renovation', 'research', 'resulted', 'feeling', 'confused', 'ever', 'go', 'tackling', 'felt', 'like', 'mammoth', 'task']"
3,"['kind', 'angel', 'sometimes', 'also', 'mean', 'devil', 'used', 'use', 'harsh', 'word', 'feel', 'irritated']"
1,"['want', 'feel', 'maybe', 'something', 'feeling', 'convinced', 'nvm', 'state', 'mind', 'due', 'deliberation']"
1,"['im', 'firm', 'believer', 'nothing', 'make', 'woman', 'feel', 'much', 'terrific', 'great', 'trip', 'salon', 'lift', 'spirit', 'bit']"
1,"['always', 'feel', 'invigorated', 'listening', 'win', 'war', 'predatory', 'school', 'deform']"
4,"['asylum', 'seeker', 'know', 'live', 'country', 'without', 'feeling', 'assaulted']"
0,"['often', 'feel', 'submissive', 'open', 'honest', 'desire', 'need', 'regular', 'basis']"
1,"['feel', 'calm']"
4,"['ive', 'feeling', 'reluctant', 'intermittent', 'lacklustre', 'pen', 'thought']"
0,"['feel', 'numb', 'moment']"
0,"['think', 'still', 'feeling', 'little', 'groggy']"
3,"['feel', 'like', 'im', 'violent', 'mother']"
0,"['sure', 'feel', 'sorry', 'happened', 'friend', 'diego', 'wa', 'friend', 'right']"
1,"['write', 'still', 'vaguely', 'spacy', 'feeling', 'im', 'sure', 'ill', 'effective', 'human']"
1,"['ever', 'get', 'married', 'everything', 'ready', 'offer', 'got', 'together', 'go', 'club', 'even', 'perfect', 'good', 'looking', 'guy', 'feel', 'intimated', 'talking', 'clever', 'self']"
3,"['feel', 'like', 'cant', 'take', 'anymore', 'told', 'boyfriend', 'furious']"
0,"['ive', 'found', 'feeling', 'low', 'time', 'sad']"
0,"['woke', 'feeling', 'pretty', 'rotten', 'weekend', 'morning', 'even', 'though', 'yesterday', 'felt', 'fine']"
0,"['nauseous', 'dizzy', 'feel', 'gloomy', 'least', 'attached', 'body', 'anymore']"
0,"['struggling', 'feeling', 'damaged']"
1,"['general', 'feeling', 'particularly', 'virtuous', 'month']"
1,"['im', 'feeling', 'adventurous', 'laundry', 'hamper']"
1,"['feel', 'blessed', 'year', 'thankful', 'learned']"
0,"['still', 'pretty', 'much', 'feel', 'ashamed', 'certain', 'disappointed', 'weakness', 'know', 'fact', 'angry', 'upset', 'one', 'situation']"
1,"['feel', 'less', 'valued', 'cause', 'dont', 'look', 'good']"
1,"['feel', 'joy', 'excitement', 'opportunity', 'receive', 'vital', 'ordinance']"
1,"['feel', 'phrase', 'implies', 'calm', 'orderly', 'procession', 'would', 'remove', 'refuse']"
0,"['eat', 'allow', 'one', 'naughty', 'item', 'choice', 'avoid', 'feeling', 'deprived']"
4,"['proclaim', 'lost', 'bit', 'sanity', 'feel', 'shaky']"
2,"['feeling', 'rather', 'delicate', 'due', 'alot', 'white', 'wine', 'considerable', 'amount', 'dancing', 'one', 'best', 'friend', 'ended', 'amp', 'e', 'due', 'fractured', 'wrist', 'caused', 'excessive', 'dancing']"
4,"['wa', 'told', 'continues', 'fact', 'feel', 'fear', 'frightened', 'correction', 'terrified', 'next']"
4,"['feel', 'uncomfortable', 'fact', 'powerless', 'moment']"
4,"['child', 'suffered', 'nightmare', 'even', 'since']"
3,"['feel', 'resentful', 'really', 'work', 'resentment', 'blow']"
3,"['feel', 'fucked', 'day']"
0,"['worked', 'monday', 'tuesday', 'wa', 'feeling', 'crappy', 'wednesday', 'went', 'home', 'decided', 'make', 'rest', 'day']"
1,"['feel', 'point', 'equally', 'important']"
0,"['spent', 'day', 'day', 'feeling', 'morose', 'every', 'awhile', 'would', 'hit', 'hilmari', 'dead']"
0,"['feel', 'gloomy', 'independence', 'day']"
0,"['feel', 'almost', 'embarrassed', 'contribution', 'ridiculously', 'unsophisticated', 'pretty', 'much', 'immune', 'alteration', 'thing', 'happening']"
0,"['way', 'complaining', 'whining', 'feeling', 'ungrateful']"
4,"['fascinated', 'feel', 'uptight', 'many', 'challenge', 'life', 'ha']"
1,"['feel', 'better']"
0,"['dont', 'know', 'crazy', 'girl', 'think', 'name', 'wa', 'katja', 'doe', 'living', 'feel', 'like', 'real', 'life', 'sort', 'disheartened', 'disallusioned', 'clerk']"
1,"['want', 'feel', 'like', 'reading', 'something', 'worthwhile']"
4,"['felt', 'low', 'point', 'missing', 'people', 'know', 'love', 'feeling', 'helpless']"
4,"['remember', 'beauty', 'truly', 'eye', 'beholder', 'people', 'see', 'beautiful', 'compliment', 'statement', 'valuable', 'find', 'person', 'people', 'want', 'kick', 'someone', 'feeling', 'vulnerable']"
0,"['thinking', 'everyones', 'future', 'feel', 'alone', 'useless', 'wondering', 'hell', 'wrong', 'feel', 'like', 'roommate', 'nothing', 'else']"
3,"['know', 'mean', 'harm', 'cant', 'help', 'feel', 'offended']"
4,"['feel', 'wa', 'intimidated', 'college', 'people', 'home']"
0,"['feel', 'like', 'band', 'broke', 'without', 'telling', 'fighting', 'keep', 'everyone', 'together', 'even', 'though', 'want', 'part']"
0,"['ive', 'trouble', 'sleeping', 'anxiety', 'causing', 'social', 'life', 'suffer', 'lack', 'motivation', 'used', 'drive', 'work', 'quickly', 'becoming', 'chore', 'wa', 'satisfied', 'feel', 'dull', 'uninteresting']"
1,"['feel', 'like', 'reading', 'anansi', 'boy', 'gorgeous']"
3,"['feel', 'violent', 'im', 'paper', 'tiger']"
0,"['feel', 'bit', 'ashamed', 'taken', 'u', 'nearly', 'month', 'build', 'thing', 'nathans', 'crazy', 'work', 'schedule', 'limited', 'ability', 'power', 'tool', 'able', 'work', 'short', 'spurt', 'time']"
0,"['feel', 'useless', 'standing', 'sideline', 'like', 'wet', 'lettuce', 'someone', 'doe', 'something', 'quite', 'capable']"
1,"['im', 'feeling', 'need', 'mellow', 'find', 'something', 'ipod', 'suit', 'im', 'ready', 'pump', 'ive', 'always', 'got', 'go', 'tune', 'two', 'get', 'reved']"
0,"['feel', 'like', 'emotionally', 'beaten', 'pulp']"
4,"['go', 'son', 'conference', 'next', 'week', 'already', 'feeling', 'nervous', 'apprehensive']"
3,"['feel', 'disgusted', 'continuing', 'something', 'want', 'life']"
3,"['wa', 'intensely', 'conscious', 'much', 'cash', 'left', 'gas', 'food', 'envelope', 'still', 'intended', 'save', 'next', 'week', 'help', 'feel', 'stressed', 'scared']"
1,"['feel', 'mellow', 'calm']"
1,"['im', 'feeling', 'little', 'adventurous']"
0,"['feel', 'really', 'lame']"
1,"['leave', 'feel', 'invigorated']"
1,"['made', 'set', 'wedding', 'ring', 'recently', 'always', 'feel', 'honored', 'asked', 'make', 'probably', 'personal', 'piece', 'jewellery', 'anyone', 'ever', 'buy']"
0,"['wa', 'pregnant', 'first', 'remember', 'thinking', 'lot', 'feel', 'sentimental', 'time', 'passing', 'quickly', 'would', 'another', 'pregnancy', 'yes', 'one', 'crazy', 'people', 'love', 'pregnant']"
0,"['needed', 'supportive', 'caring', 'understanding', 'loving', 'made', 'feel', 'broke', 'despite', 'could', 'tell', 'wa', 'stressed', 'whatever', 'place', 'held', 'heart', 'longer', 'kept']"
1,"['like', 'type', 'assumption', 'make', 'feel', 'bit', 'positive']"
0,"['sort', 'feel', 'lame', 'comparison', 'blogger']"
4,"['chose', 'share', 'little', 'personal', 'snippet', 'phone', 'know', 'one', 'feel', 'way', 'know', 'one', 'wa', 'petrified', 'face']"
1,"['remember', 'totally', 'different', 'feel', 'faithful', 'duke', 'watcher', 'growing']"
0,"['ive', 'found', 'end', 'feel', 'like', 'missed', 'winter']"
0,"['feeling', 'discouraged', 'lately', 'quick', 'visit', 'sister', 'nephew', 'weekend', 'definitely', 'cheered']"
0,"['feeling', 'sorry', 'someone', 'made', 'fun', 'outfit']"
4,"['feel', 'uncertain', 'entirely', 'safe']"
1,"['feel', 'like', 'audience', 'smart', 'enough', 'know', 'character', 'well', 'enough', 'figure', 'reading']"
5,"['im', 'feeling', 'sally', 'field', 'like', 'day', 'surprised', 'love', 'always', 'brown', 'mop', 'hair', 'atop', 'head']"
0,"['feel', 'regretful', 'thing', 'remember', 'wa', 'drunk']"
1,"['feel', 'like', 'im', 'joyful', 'maybe', 'hormone', 'act', 'like', 'feel', 'never', 'lie']"
2,"['feel', 'moment', 'know', 'im', 'real', 'judge', 'without', 'supporting', 'fact', 'ive', 'cut', 'going', 'back']"
1,"['feel', 'chased', 'away', 'friendly', 'hand', 'clutched', 'mine']"
3,"['feeling', 'little', 'grumpy', 'could', 'pm']"
5,"['bore', 'testimony', 'listening', 'one', 'important', 'thing', 'feel', 'impressed', 'something', 'even', 'unsure', 'learning', 'follow', 'impression', 'learn', 'whether', 'spirit']"
1,"['im', 'feeling', 'brave', 'would', 'nice', 'black', 'tip']"
1,"['feel', 'need', 'respected', 'sake']"
0,"['however', 'feel', 'lot', 'isolated', 'distant', 'many', 'call', 'friend']"
0,"['felt', 'aching', 'feeling', 'anymore', 'think', 'dont', 'aching', 'feeling', 'unless', 'missing', 'family']"
1,"['feel', 'like', 'sequel', 'wa', 'ok', 'overrated', 'great', 'many', 'deem']"
1,"['feel', 'im', 'pretty', 'spot', 'instance', 'im', 'guessing']"
4,"['know', 'thats', 'true', 'thats', 'feel', 'get', 'scared']"
1,"['im', 'feeling', 'generous', 'entirety', 'free', 'consumption']"
3,"['feel', 'answer', 'completely', 'un', 'sarcastic', 'way']"
1,"['feel', 'cute']"
1,"['first', 'visitor', 'live', 'journal', 'make', 'feel', 'pleasant']"
1,"['wa', 'feeling', 'eager', 'press']"
4,"['wish', 'could', 'huge', 'collective', 'book', 'club', 'think', 'conversation', 'critical', 'time', 'people', 'feeling', 'increasingly', 'fearful', 'unsettled', 'disconnected']"
1,"['feel', 'little', 'relaxed']"
3,"['feel', 'like', 'less', 'person', 'constantly', 'hear', 'family', 'member', 'use', 'hateful', 'language', 'every', 'time', 'anything', 'even', 'remotely', 'related', 'homosexuality', 'come']"
1,"['havent', 'feeling', 'fantastic', 'week', 'thought', 'id', 'something', 'different', 'easier', 'write', 'thought', 'could', 'fun']"
3,"['wa', 'feeling', 'frustrated']"
0,"['feel', 'devastated', 'occured', 'wa', 'good', 'cause', 'hopefully', 'dog', 'run', 'around', 'acting', 'like', 'dont', 'get', 'shot']"
1,"['created', 'new', 'profile', 'feel', 'ok', 'cuz', 'already', 'know', 'added']"
0,"['feel', 'lonely', 'thats', 'alright', 'nothing', 'little', 'tv', 'music', 'cant', 'fix']"
0,"['feel', 'bit', 'shamed', 'dr']"
1,"['feel', 'thankful', 'part', 'country', 'train', 'outdoors', 'late', 'year', 'bundle', 'wear', 'several', 'layer']"
4,"['feel', 'like', 'uncertain', 'thing', 'wa', 'certain']"
1,"['feel', 'energetic', 'fresh', 'great', 'thing', 'eye', 'sight', 'ha', 'improved', 'lot']"
1,"['get', 'upset', 'stomach', 'afterward', 'complete', 'feeling', 'like', 'want', 'throw', 'still', 'pleasant', 'memory', 'first', 'one', 'make', 'throw']"
4,"['million', 'untrieds', 'get', 'ive', 'decided', 'make', 'list', 'im', 'using', 'random', 'number', 'generator', 'im', 'feeling', 'indecisive']"
0,"['also', 'feeling', 'awful']"
0,"['wa', 'already', 'feeling', 'burdened', 'write', 'write', 'write']"
2,"['really', 'hard', 'worker', 'feel', 'quite', 'loyal', 'place', 'work']"
0,"['feel', 'sorry', 'john', 'boehner', 'copious', 'tear', 'running', 'blurring', 'spray', 'tanned', 'face', 'color', 'nicotine', 'stained', 'finger', 'eric', 'cantor', 'waiting', 'push', 'speakership']"
3,"['feel', 'time', 'less', 'bitchy']"
0,"['feel', 'rejected', 'anymore', 'decide', 'value']"
0,"['felt', 'resonance', 'word', 'feel', 'ashamed', 'feeling', 'seem', 'gotten', 'better']"
3,"['feel', 'irritable', 'guess', 'classic', 'symptom', 'depression']"
3,"['sat', 'windy', 'beach', 'feeling', 'thoroughly', 'annoyed', 'vowed', 'id', 'back', 'would', 'climb', 'scafell']"
0,"['see', 'starting', 'feel', 'emotional', 'dependence', 'parent', 'stop', 'breathe']"
2,"['feel', 'passionate', 'sharing']"
0,"['feel', 'like', 'alone', 'world', 'day', 'feel', 'like', 'surrounded', 'closed', 'want', 'alone']"
2,"['feel', 'blessed', 'said', 'numerous', 'time', 'met', 'many', 'nice', 'caring', 'people', 'blogging', 'world']"
1,"['like', 'im', 'feeling', 'productive', 'even', 'though', 'sometimes', 'grumble', 'time', 'scratch', 'butt']"
0,"['feel', 'useless', 'helpless', 'broken']"
1,"['im', 'feeling', 'quite', 'adventurous', 'might', 'find', 'quiet', 'spot', 'read']"
2,"['feel', 'like', 'beloved', 'mixer', 'extension', 'body']"
4,"['said', 'mom', 'ha', 'made', 'feel', 'vulnerable', 'ever', 'felt']"
1,"['feel', 'amused', 'pic']"
4,"['feel', 'apprehensive', 'meeting', 'someone', 'new', 'particularly', 'group', 'situation', 'sign', 'everything', 'hope', 'found', 'courage', 'time', 'come', 'round', 'always', 'far']"
1,"['feel', 'valuable', 'href', 'http', 'idreamculture']"
3,"['love', 'job', 'know', 'surgery', 'emergency', 'always', 'feel', 'resentful', 'especially', 'wa', 'sleeping']"
1,"['feel', 'enormously', 'honoured', 'included', 'list']"
0,"['wa', 'actually', 'feeling', 'somewhat', 'listless', 'unmotivated', 'earlier', 'afternoon', 'cup', 'coffee', 'medium', 'strength', 'coffee', 'im', 'bursting', 'seam']"
1,"['may', 'attempt', 'hair', 'coloring', 'session', 'later', 'feeling', 'brave', 'crazy', 'saturday', 'night']"
1,"['feeling', 'optimistic', 'much', 'possible', 'next', 'hour', 'kid', 'come', 'home']"
4,"['im', 'feeling', 'absolutely', 'terrified', 'pain', 'trauma', 'already', 'battered', 'body']"
5,"['got', 'previous', 'post', 'much', 'app', 'maker', 'leech', 'upset', 'conference', 'feel', 'like', 'mention', 'wa', 'impressed']"
0,"['went', 'one', 'honestly', 'wa', 'feeling', 'sentimental', 'family', 'morning']"
1,"['landed', 'reagan', 'airport', 'feeling', 'pretty', 'good']"
0,"['see', 'change', 'leg', 'slimmed', 'bit', 'feel', 'little', 'disheartened', 'visible']"
5,"['look', 'stack', 'twenty', 'five', 'term', 'paper', 'feel', 'overwhelmed']"
0,"['cat', 'died', 'illness', 'u', 'year', 'wa', 'lovely', 'cat', 'ill', 'one', 'two', 'week', 'veterinary', 'surgeon', 'told', 'u', 'wa', 'dying']"
0,"['feel', 'roster', 'look', 'messy', 'character', 'new', 'member', 'might', 'look', 'though', 'cant', 'bothered', 'housekeep', 'risk', 'albeit', 'small', 'might', 'get', 'ebayed', 'toon', 'turning', 'guild', 'old', 'member', 'toon']"
0,"['feel', 'worthless', 'maid']"
0,"['feel', 'lousy', 'seem', 'frown', 'remember', 'funny', 'time', 'turn', 'upside']"
1,"['could', 'say', 'make', 'anyone', 'feel', 'better', 'actually', 'reaching', 'goal']"
4,"['feel', 'agitated', 'said', 'continued', 'corner', 'main', 'hastings', 'saw', 'three', 'four', 'cop', 'middle', 'take', 'friend', 'ha', 'anxiety', 'disorder', 'insisted', 'get', 'wrong', 'bus', 'get', 'away']"
0,"['almost', 'fall', 'asleep', 'feel', 'awkward', 'sleeping', 'beside']"
0,"['feel', 'blank', 'loss', 'hey', 'old', 'hat']"
3,"['people', 'harrass', 'feel', 'oppressed', 'behavior']"
1,"['going', 'little', 'selective', 'let', 'read', 'privacy', 'sake', 'relate', 'want', 'read', 'feel', 'motivation', 'safe', 'okay', 'send', 'invite']"
0,"['dream', 'feel', 'like', 'finally', 'burdened', 'thing', 'feel', 'crushing', 'im', 'awake']"
2,"['im', 'lulled', 'fantasy', 'walking', 'hand', 'hand', 'remote', 'location', 'preferably', 'beach', 'sunset', 'cliched', 'know', 'feeling', 'love', 'loving', 'return']"
4,"['feeling', 'incredibly', 'restless']"
3,"['feel', 'enraged', 'want', 'punch', 'year', 'old']"
0,"['feel', 'submissive']"
4,"['ive', 'feeling', 'really', 'pumped', 'running', 'strange']"
0,"['didnt', 'feel', 'discouraged', 'depressed', 'though', 'always', 'challenge', 'sure']"
1,"['landed', 'dubai', 'started', 'feel', 'ok', 'coming']"
1,"['feel', 'useful']"
1,"['could', 'feel', 'joy', 'rage', 'coming', 'one', 'glad', 'feeling', 'back', 'also', 'glad', 'went', 'yoga', 'tonight', 'sometimes', 'need', 'know', 'better', 'crossfit', 'coach', 'side', 'plank', 'img', 'src', 'http']"
5,"['tell', 'people', 'closest', 'thing', 'feeling', 'arent', 'surprised', 'theyd', 'known', 'along']"
1,"['feel', 'contented', 'small', 'old', 'rich', 'tired', 'happy']"
0,"['hate', 'clear', 'voice', 'hate', 'stammer', 'hate', 'feel', 'way', 'humiliated', 'frightened', 'bone', 'want']"
1,"['wish', 'could', 'help', 'take', 'pain', 'anguish', 'family', 'must', 'feeling', 'innocent', 'child', 'killed', 'school', 'safe']"
3,"['grappled', 'wa', 'guilt', 'relative', 'friend', 'usually', 'communicate', 'would', 'feel', 'like', 'wa', 'ignoring', 'felt', 'selfish', 'still', 'posting', 'burlesque', 'blog', 'update', 'without', 'liking', 'photo', 'link']"
1,"['tired', 'hearing', 'unique', 'communication', 'special', 'feeling', 'sincere']"
1,"['feel', 'blessed', 'able', 'help']"
